population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,Global,Female,70-74 years,Years,1985,12.427809120229753,12.567551577475589,12.283346052706511
All Population,Life expectancy,Global,Both,70-74 years,Years,1985,11.408672970173033,11.501098634265736,11.299124708147051
All Population,Life expectancy,Global,Male,70-74 years,Years,1990,10.469302768370051,10.626073877955532,10.30204080581091
All Population,Life expectancy,Global,Female,70-74 years,Years,1990,12.820726522044776,12.953755496642861,12.674333457565027
All Population,Life expectancy,Global,Both,70-74 years,Years,1990,11.759810506468769,11.866018322672222,11.64848327105594
All Population,Life expectancy,Global,Male,70-74 years,Years,1995,10.790289918392652,10.946065957351832,10.609978670816878
All Population,Life expectancy,Global,Female,70-74 years,Years,1995,13.139590558694303,13.288350764610367,12.984449894956137
All Population,Life expectancy,Global,Both,70-74 years,Years,1995,12.074907638405465,12.188689288901305,11.949702970597576
All Population,Life expectancy,Global,Male,70-74 years,Years,2000,11.253148923140053,11.383591395582853,11.11799051166499
All Population,Life expectancy,Global,Female,70-74 years,Years,2000,13.568980076354588,13.681118828688875,13.449733433796954
All Population,Life expectancy,Global,Both,70-74 years,Years,2000,12.508086801862687,12.595712766113122,12.415457396682802
All Population,Life expectancy,Global,Male,70-74 years,Years,2005,11.81207664841624,11.952701894796785,11.657438890476
All Population,Life expectancy,Global,Female,70-74 years,Years,2005,14.123341028370268,14.256447898423353,13.996989649513015
All Population,Life expectancy,Global,Both,70-74 years,Years,2005,13.053326859273795,13.146103140508526,12.957867524878582
All Population,Life expectancy,Global,Male,70-74 years,Years,2010,12.40397611756474,12.516376277122683,12.284971948038253
All Population,Life expectancy,Global,Female,70-74 years,Years,2010,14.698470956792576,14.805462288914699,14.585689800833286
All Population,Life expectancy,Global,Both,70-74 years,Years,2010,13.632351041625057,13.713052729701642,13.55212168755011
All Population,Life expectancy,Global,Male,70-74 years,Years,2015,13.016477692803196,13.120879015547638,12.918625689313469
All Population,Life expectancy,Global,Female,70-74 years,Years,2015,15.162575971879663,15.263866502567232,15.06282648180948
All Population,Life expectancy,Global,Both,70-74 years,Years,2015,14.162319922844844,14.23586134006373,14.089461956563287
All Population,Life expectancy,Global,Male,70-74 years,Years,2020,12.899357695003836,12.94054472145012,12.855788655459081
All Population,Life expectancy,Global,Female,70-74 years,Years,2020,15.265702666916539,15.305935783120283,15.22526944216981
All Population,Life expectancy,Global,Both,70-74 years,Years,2020,14.139520078941386,14.169799144270957,14.108267521043683
All Population,Life expectancy,Global,Male,70-74 years,Years,2023,13.550779849792592,13.865446298507203,13.235750745485491
All Population,Life expectancy,Global,Female,70-74 years,Years,2023,15.676146260760193,15.960010429182883,15.375145606155101
All Population,Life expectancy,Global,Both,70-74 years,Years,2023,14.677146438070716,14.90884369346306,14.45558517627094
All Population,Life expectancy,Global,Male,75-79 years,Years,1950,6.023876041435673,6.237253767446154,5.816081956633379
All Population,Life expectancy,Global,Female,75-79 years,Years,1950,6.680489262007865,6.897481742619818,6.431228790552461
All Population,Life expectancy,Global,Both,75-79 years,Years,1950,6.388520558639818,6.545514021640722,6.230117130627542
All Population,Life expectancy,Global,Male,75-79 years,Years,1955,6.385070146617539,6.518067957010055,6.251811994836945
All Population,Life expectancy,Global,Female,75-79 years,Years,1955,7.2081196028289325,7.3650561422570044,7.044501714181681
All Population,Life expectancy,Global,Both,75-79 years,Years,1955,6.84547644152606,6.951645174837221,6.739538482375053
All Population,Life expectancy,Global,Male,75-79 years,Years,1960,6.556037841237881,6.693604502289829,6.384548005678215
All Population,Life expectancy,Global,Female,75-79 years,Years,1960,7.497401958450026,7.664413753408033,7.286373918685549
All Population,Life expectancy,Global,Both,75-79 years,Years,1960,7.0914384010146065,7.213267464124227,6.913130515737029
All Population,Life expectancy,Global,Male,75-79 years,Years,1965,6.821395538948854,6.93188841481376,6.69780840973548
All Population,Life expectancy,Global,Female,75-79 years,Years,1965,7.9743351123850905,8.101732371816846,7.842176248542027
All Population,Life expectancy,Global,Both,75-79 years,Years,1965,7.485952911334332,7.580439748410188,7.3895176868257
All Population,Life expectancy,Global,Male,75-79 years,Years,1970,6.963709538439417,7.075327097818639,6.838642113585012
All Population,Life expectancy,Global,Female,75-79 years,Years,1970,8.281015212114008,8.411449202811873,8.148158078587567
All Population,Life expectancy,Global,Both,75-79 years,Years,1970,7.729880674501805,7.819198769730725,7.639240531471297
All Population,Life expectancy,Global,Male,75-79 years,Years,1975,7.177789701385339,7.282964535499192,7.070346367342658
All Population,Life expectancy,Global,Female,75-79 years,Years,1975,8.690486930412497,8.811464466025948,8.559310046779416
All Population,Life expectancy,Global,Both,75-79 years,Years,1975,8.0573423154329,8.141248721407873,7.970279374986649
All Population,Life expectancy,Global,Male,75-79 years,Years,1980,7.497439452578526,7.603383744419984,7.384435304612595
All Population,Life expectancy,Global,Female,75-79 years,Years,1980,9.124252436035803,9.241111802686383,9.002843672869625
All Population,Life expectancy,Global,Both,75-79 years,Years,1980,8.442110389023835,8.527458603716598,8.355418958766982
All Population,Life expectancy,Global,Male,75-79 years,Years,1985,7.885651829124206,8.006580897211682,7.756560327253093
All Population,Life expectancy,Global,Female,75-79 years,Years,1985,9.593624442458704,9.706238401001226,9.469122330687727
All Population,Life expectancy,Global,Both,75-79 years,Years,1985,8.875243063897162,8.960562078269241,8.782471793684614
All Population,Life expectancy,Global,Male,75-79 years,Years,1990,8.198292729293465,8.3170664354035,8.070053671158892
All Population,Life expectancy,Global,Female,75-79 years,Years,1990,9.984563980779916,10.093549285541869,9.870164725649586
All Population,Life expectancy,Global,Both,75-79 years,Years,1990,9.229133915323763,9.311320655690583,9.139902731546401
All Population,Life expectancy,Global,Male,75-79 years,Years,1995,8.448678136142876,8.578919186142041,8.286640998299267
All Population,Life expectancy,Global,Female,75-79 years,Years,1995,10.216639162341911,10.353932168651424,10.078496675330925
All Population,Life expectancy,Global,Both,75-79 years,Years,1995,9.461888722046906,9.562319020399949,9.355062854477731
All Population,Life expectancy,Global,Male,75-79 years,Years,2000,8.834560485947199,8.956905628082508,8.708017340064124
All Population,Life expectancy,Global,Female,75-79 years,Years,2000,10.594375346059552,10.695683345945085,10.491540827556914
All Population,Life expectancy,Global,Both,75-79 years,Years,2000,9.838618597060167,9.92152763690375,9.75505512458203
All Population,Life expectancy,Global,Male,75-79 years,Years,2005,9.238686568073911,9.37225944425701,9.089790222021715
All Population,Life expectancy,Global,Female,75-79 years,Years,2005,11.0388690762273,11.153320520235805,10.92644124292499
All Population,Life expectancy,Global,Both,75-79 years,Years,2005,10.249300023507574,10.33704759581876,10.15836203550857
All Population,Life expectancy,Global,Male,75-79 years,Years,2010,9.723352119985352,9.829243929248344,9.60976514896142
All Population,Life expectancy,Global,Female,75-79 years,Years,2010,11.514130676613131,11.60779049401706,11.411008369800632
All Population,Life expectancy,Global,Both,75-79 years,Years,2010,10.718884175473075,10.790643031362807,10.643461636049354
All Population,Life expectancy,Global,Male,75-79 years,Years,2015,10.126833669170056,10.231941807747443,10.030245281587714
All Population,Life expectancy,Global,Female,75-79 years,Years,2015,11.816693721057945,11.905811459279812,11.721927045026327
All Population,Life expectancy,Global,Both,75-79 years,Years,2015,11.062861625171571,11.132100580512693,10.999687633412806
All Population,Life expectancy,Global,Male,75-79 years,Years,2020,10.081202627495934,10.117691215846376,10.041579574391402
All Population,Life expectancy,Global,Female,75-79 years,Years,2020,11.924745803542104,11.962431248486823,11.887248559301606
All Population,Life expectancy,Global,Both,75-79 years,Years,2020,11.080511949033774,11.106593363777668,11.052256456418135
All Population,Life expectancy,Global,Male,75-79 years,Years,2023,10.604471955602923,10.90941083502276,10.307598754122077
All Population,Life expectancy,Global,Female,75-79 years,Years,2023,12.251389272457429,12.515761835818825,11.96805479195787
All Population,Life expectancy,Global,Both,75-79 years,Years,2023,11.503994074626723,11.704492510306997,11.29645732212061
All Population,Life expectancy,Global,Male,80-84 years,Years,1950,4.662411704455084,4.806666695001257,4.5216374986802315
All Population,Life expectancy,Global,Female,80-84 years,Years,1950,5.030170233297589,5.202642121961847,4.8460911869257774
All Population,Life expectancy,Global,Both,80-84 years,Years,1950,4.877181555095824,4.990443628683035,4.756708866129217
All Population,Life expectancy,Global,Male,80-84 years,Years,1955,4.89890675682855,4.988599860943306,4.799747292345207
All Population,Life expectancy,Global,Female,80-84 years,Years,1955,5.412929270301306,5.53112152925947,5.297201136620397
All Population,Life expectancy,Global,Both,80-84 years,Years,1955,5.198813791526105,5.276967343424129,5.118944962142959
All Population,Life expectancy,Global,Male,80-84 years,Years,1960,5.00923543827586,5.096351843298398,4.904996969856934
All Population,Life expectancy,Global,Female,80-84 years,Years,1960,5.624747352448422,5.746588230174566,5.477121478497944
All Population,Life expectancy,Global,Both,80-84 years,Years,1960,5.37132587767539,5.455102127762495,5.252567762614217
All Population,Life expectancy,Global,Male,80-84 years,Years,1965,5.196221624348338,5.27321576084518,5.108711500068308
All Population,Life expectancy,Global,Female,80-84 years,Years,1965,5.962975645083928,6.055451975801382,5.859445467099209
All Population,Life expectancy,Global,Both,80-84 years,Years,1965,5.655286558083043,5.723181619966892,5.585600849148639
All Population,Life expectancy,Global,Male,80-84 years,Years,1970,5.3575446864853795,5.439945751893449,5.27010535132877
All Population,Life expectancy,Global,Female,80-84 years,Years,1970,6.234535382910668,6.330812181412464,6.13052800042929
All Population,Life expectancy,Global,Both,80-84 years,Years,1970,5.8921743874716155,5.957785634082259,5.822466486147829
All Population,Life expectancy,Global,Male,80-84 years,Years,1975,5.489627211214474,5.570473448284021,5.4007176087064614
All Population,Life expectancy,Global,Female,80-84 years,Years,1975,6.512089420016082,6.608442849083786,6.405282645145292
All Population,Life expectancy,Global,Both,80-84 years,Years,1975,6.117494971835926,6.183934432334886,6.0450388684075715
All Population,Life expectancy,Global,Male,80-84 years,Years,1980,5.730785655429535,5.813693006779773,5.63718966602534
All Population,Life expectancy,Global,Female,80-84 years,Years,1980,6.826647293159696,6.912606527219007,6.731284204296717
All Population,Life expectancy,Global,Both,80-84 years,Years,1980,6.406861713435402,6.468595615186673,6.337958556127723
All Population,Life expectancy,Global,Male,80-84 years,Years,1985,5.98733883198746,6.087813658102396,5.886937395894715
All Population,Life expectancy,Global,Female,80-84 years,Years,1985,7.163773863210443,7.256549541823709,7.066163678935803
All Population,Life expectancy,Global,Both,80-84 years,Years,1985,6.710321405948065,6.780309325565659,6.6393509014354235
All Population,Life expectancy,Global,Male,80-84 years,Years,1990,6.254366677758091,6.361619309898787,6.151843488851784
All Population,Life expectancy,Global,Female,80-84 years,Years,1990,7.497794245866537,7.591867129703525,7.393641426837011
All Population,Life expectancy,Global,Both,80-84 years,Years,1990,7.014447837456191,7.08642482650809,6.940230503271326
All Population,Life expectancy,Global,Male,80-84 years,Years,1995,6.439898922025571,6.54497815123278,6.3227136516177085
All Population,Life expectancy,Global,Female,80-84 years,Years,1995,7.6880164310511505,7.789319445883731,7.584372318315342
All Population,Life expectancy,Global,Both,80-84 years,Years,1995,7.200105545521112,7.27474762884317,7.123801540278841
All Population,Life expectancy,Global,Male,80-84 years,Years,2000,6.764204121880375,6.8656000905534755,6.659470742034283
All Population,Life expectancy,Global,Female,80-84 years,Years,2000,7.999480489302144,8.093621359571562,7.900784528107266
All Population,Life expectancy,Global,Both,80-84 years,Years,2000,7.509522106824448,7.579768804265672,7.432128992704422
All Population,Life expectancy,Global,Male,80-84 years,Years,2005,7.074108345623799,7.189333034018034,6.955002131486601
All Population,Life expectancy,Global,Female,80-84 years,Years,2005,8.345446628627117,8.443399931904379,8.244142657076164
All Population,Life expectancy,Global,Both,80-84 years,Years,2005,7.83378629048718,7.907620634312526,7.759678172626344
All Population,Life expectancy,Global,Male,80-84 years,Years,2010,7.402583817373686,7.500285569592727,7.300878143458338
All Population,Life expectancy,Global,Female,80-84 years,Years,2010,8.71017907127499,8.794053354881546,8.617303549099756
All Population,Life expectancy,Global,Both,80-84 years,Years,2010,8.170452558983177,8.234427184986624,8.102217755176065
All Population,Life expectancy,Global,Male,80-84 years,Years,2015,7.605873059991324,7.714956855336224,7.505156225915519
All Population,Life expectancy,Global,Female,80-84 years,Years,2015,8.863204754325297,8.948522553589155,8.771574466766413
All Population,Life expectancy,Global,Both,80-84 years,Years,2015,8.333961850733262,8.401380601438232,8.268411910818275
All Population,Life expectancy,Global,Male,80-84 years,Years,2020,7.605453016872974,7.635890686975007,7.573738248984875
All Population,Life expectancy,Global,Female,80-84 years,Years,2020,8.965399330496819,8.997518404420175,8.933361907543103
All Population,Life expectancy,Global,Both,80-84 years,Years,2020,8.37846848164983,8.400344261601356,8.354569413448903
All Population,Life expectancy,Global,Male,80-84 years,Years,2023,7.9863824368405885,8.245494851729676,7.712193069477195
All Population,Life expectancy,Global,Female,80-84 years,Years,2023,9.207375729612508,9.46480684229568,8.95617163437292
All Population,Life expectancy,Global,Both,80-84 years,Years,2023,8.682602421670904,8.87643129510098,8.489329533875022
All Population,Life expectancy,Global,Male,85-89 years,Years,1950,3.7103017236049327,3.8102857540480204,3.6132373368910065
All Population,Life expectancy,Global,Female,85-89 years,Years,1950,4.0244934986730145,4.128839840408432,3.9088741136200884
All Population,Life expectancy,Global,Both,85-89 years,Years,1950,3.901364633232116,3.975352692643728,3.8186259103212254
All Population,Life expectancy,Global,Male,85-89 years,Years,1955,3.8443432952987204,3.9024506960687635,3.782530128759163
All Population,Life expectancy,Global,Female,85-89 years,Years,1955,4.212027898917288,4.280106167924551,4.137149619338005
All Population,Life expectancy,Global,Both,85-89 years,Years,1955,4.068962585186817,4.116050166872757,4.021676003070946
All Population,Life expectancy,Global,Male,85-89 years,Years,1960,3.903004675210968,3.960444496742048,3.8418928251765347
All Population,Life expectancy,Global,Female,85-89 years,Years,1960,4.322758896179368,4.3952930174556935,4.230896257993047
All Population,Life expectancy,Global,Both,85-89 years,Years,1960,4.160477807731316,4.21179922005746,4.092017821768736
All Population,Life expectancy,Global,Male,85-89 years,Years,1965,3.965048633027044,4.014734829446752,3.9146138889517643
All Population,Life expectancy,Global,Female,85-89 years,Years,1965,4.490303047670263,4.544624293919097,4.432643777821183
All Population,Life expectancy,Global,Both,85-89 years,Years,1965,4.291157850543998,4.327931031281954,4.250464309243336
All Population,Life expectancy,Global,Male,85-89 years,Years,1970,4.1317147485347885,4.178529196074662,4.084951954320303
All Population,Life expectancy,Global,Female,85-89 years,Years,1970,4.725574774029305,4.778552012143253,4.669799385545897
All Population,Life expectancy,Global,Both,85-89 years,Years,1970,4.509133269064924,4.546665253267496,4.471753158023149
All Population,Life expectancy,Global,Male,85-89 years,Years,1975,4.290398652958201,4.3438611421416,4.2386773931641315
All Population,Life expectancy,Global,Female,85-89 years,Years,1975,4.933941147450928,4.985030298379079,4.873125501248906
All Population,Life expectancy,Global,Both,85-89 years,Years,1975,4.707467139120389,4.745627152145701,4.665896825103982
All Population,Life expectancy,Global,Male,85-89 years,Years,1980,4.430582930935334,4.48911368726204,4.366662048626532
All Population,Life expectancy,Global,Female,85-89 years,Years,1980,5.131912528057325,5.196564762363005,5.063780376277362
All Population,Life expectancy,Global,Both,85-89 years,Years,1980,4.890522174642905,4.936680590640179,4.841849872976977
All Population,Life expectancy,Global,Male,85-89 years,Years,1985,4.6158720354216625,4.674409468889592,4.552992974205192
All Population,Life expectancy,Global,Female,85-89 years,Years,1985,5.348814884812666,5.409319669843364,5.287200490007334
All Population,Life expectancy,Global,Both,85-89 years,Years,1985,5.097807623844826,5.144957643734176,5.048905354890649
All Population,Life expectancy,Global,Male,85-89 years,Years,1990,4.800959348016772,4.879011398461262,4.720343847313523
All Population,Life expectancy,Global,Female,85-89 years,Years,1990,5.583544817795923,5.65260807334022,5.510860331855802
All Population,Life expectancy,Global,Both,85-89 years,Years,1990,5.311621542659289,5.3645325386612654,5.259606325211858
All Population,Life expectancy,Global,Male,85-89 years,Years,1995,4.93091422808682,5.005027582648632,4.844600183282245
All Population,Life expectancy,Global,Female,85-89 years,Years,1995,5.719715677035866,5.793049262722821,5.643968497024331
All Population,Life expectancy,Global,Both,85-89 years,Years,1995,5.443447117390708,5.49679662821192,5.38560449493978
All Population,Life expectancy,Global,Male,85-89 years,Years,2000,5.127643423088604,5.2042513887287365,5.042086366271947
All Population,Life expectancy,Global,Female,85-89 years,Years,2000,5.926435100412282,5.9946998694920515,5.856285178836853
All Population,Life expectancy,Global,Both,85-89 years,Years,2000,5.644228471525042,5.6985651145184955,5.5911112520306085
All Population,Life expectancy,Global,Male,85-89 years,Years,2005,5.33980147279647,5.433722654470879,5.25094571995787
All Population,Life expectancy,Global,Female,85-89 years,Years,2005,6.168164774061414,6.2449139774793645,6.083935646436133
All Population,Life expectancy,Global,Both,85-89 years,Years,2005,5.8666386666032935,5.927564605466458,5.803827889839048
All Population,Life expectancy,Global,Male,85-89 years,Years,2010,5.564431542679121,5.6567724887503665,5.476584987598942
All Population,Life expectancy,Global,Female,85-89 years,Years,2010,6.461212164617145,6.538262814115138,6.379149716888128
All Population,Life expectancy,Global,Both,85-89 years,Years,2010,6.128470590481389,6.186320891498626,6.064462414413519
All Population,Life expectancy,Global,Male,85-89 years,Years,2015,5.618177289880626,5.706838158314771,5.526753958866906
All Population,Life expectancy,Global,Female,85-89 years,Years,2015,6.519731788524791,6.596723173519058,6.44112747471039
All Population,Life expectancy,Global,Both,85-89 years,Years,2015,6.172982028512001,6.230921234768015,6.1128267191831425
All Population,Life expectancy,Global,Male,85-89 years,Years,2020,5.60482654338662,5.633395888087838,5.575941721712899
All Population,Life expectancy,Global,Female,85-89 years,Years,2020,6.569376561603684,6.599289447896384,6.539989059584874
All Population,Life expectancy,Global,Both,85-89 years,Years,2020,6.183191744614063,6.204607703108671,6.160685216250952
All Population,Life expectancy,Global,Male,85-89 years,Years,2023,5.8673980400380445,6.099629157646645,5.620583506353885
All Population,Life expectancy,Global,Female,85-89 years,Years,2023,6.734160164434288,6.960372181963982,6.509231769972514
All Population,Life expectancy,Global,Both,85-89 years,Years,2023,6.388740978903306,6.5622210490054105,6.214398404220308
All Population,Life expectancy,Global,Male,90-94 years,Years,1950,2.8431049977916296,2.910909491001904,2.7719123020199943
All Population,Life expectancy,Global,Female,90-94 years,Years,1950,3.0706150281843843,3.1446660548943695,2.994984209076398
All Population,Life expectancy,Global,Both,90-94 years,Years,1950,2.987448747691834,3.04528750699566,2.929671007750757
All Population,Life expectancy,Global,Male,90-94 years,Years,1955,2.957915570134584,3.004685328279609,2.9046210027982067
All Population,Life expectancy,Global,Female,90-94 years,Years,1955,3.1978884112652524,3.2476443901436447,3.1474872261028035
All Population,Life expectancy,Global,Both,90-94 years,Years,1955,3.1130504657120013,3.149061031545681,3.0729377161892617
All Population,Life expectancy,Global,Male,90-94 years,Years,1960,3.0019172657281143,3.0435651479975907,2.9514535029526257
All Population,Life expectancy,Global,Female,90-94 years,Years,1960,3.240535451175462,3.285799239669561,3.18288049629415
All Population,Life expectancy,Global,Both,90-94 years,Years,1960,3.1564222160828415,3.190533692217963,3.1094721567503716
All Population,Life expectancy,Global,Male,90-94 years,Years,1965,3.0834168122421732,3.1196410973017494,3.042110616048005
All Population,Life expectancy,Global,Female,90-94 years,Years,1965,3.4133766807702326,3.447295267293588,3.3792933616896166
All Population,Life expectancy,Global,Both,90-94 years,Years,1965,3.29833535316566,3.324236004553248,3.2693268397767823
All Population,Life expectancy,Global,Male,90-94 years,Years,1970,3.2048849682708886,3.239709022132289,3.1677210854301494
All Population,Life expectancy,Global,Female,90-94 years,Years,1970,3.5494018964446696,3.583233017442272,3.516072426841224
All Population,Life expectancy,Global,Both,90-94 years,Years,1970,3.4335262312548114,3.458712042955903,3.4054626480951606
All Population,Life expectancy,Global,Male,90-94 years,Years,1975,3.3495940647500713,3.376467307870394,3.319334370894386
All Population,Life expectancy,Global,Female,90-94 years,Years,1975,3.7160599016950657,3.7465479447448797,3.684993401638491
All Population,Life expectancy,Global,Both,90-94 years,Years,1975,3.597201769304438,3.6206333500128345,3.57395494273176
All Population,Life expectancy,Global,Male,90-94 years,Years,1980,3.4864179334849736,3.5183729187759565,3.451550140090607
All Population,Life expectancy,Global,Female,90-94 years,Years,1980,3.8466273685761925,3.883075521958643,3.807047596893216
All Population,Life expectancy,Global,Both,90-94 years,Years,1980,3.7359265361053873,3.762252641117338,3.709199519152703
All Population,Life expectancy,Global,Male,90-94 years,Years,1985,3.6020693330284166,3.642868024548781,3.55468757296865
All Population,Life expectancy,Global,Female,90-94 years,Years,1985,3.993265411134597,4.032420189064724,3.95236517215322
All Population,Life expectancy,Global,Both,90-94 years,Years,1985,3.8764842773780277,3.9071652806217805,3.8448540109405056
All Population,Life expectancy,Global,Male,90-94 years,Years,1990,3.715852002496447,3.7630099136456714,3.664446354124677
All Population,Life expectancy,Global,Female,90-94 years,Years,1990,4.123172963784294,4.168316347096693,4.075474879257391
All Population,Life expectancy,Global,Both,90-94 years,Years,1990,4.000143193184563,4.034713651661806,3.9643523300298704
All Population,Life expectancy,Global,Male,90-94 years,Years,1995,3.792068733519156,3.845630665616575,3.7392292817295703
All Population,Life expectancy,Global,Female,90-94 years,Years,1995,4.207975165786955,4.258971353742523,4.148939265882342
All Population,Life expectancy,Global,Both,90-94 years,Years,1995,4.080914420763805,4.118013127101378,4.03774130868853
All Population,Life expectancy,Global,Male,90-94 years,Years,2000,3.9012540238934563,3.9585636982970174,3.8425739056462955
All Population,Life expectancy,Global,Female,90-94 years,Years,2000,4.337018013786153,4.393003524564422,4.280794698250661
All Population,Life expectancy,Global,Both,90-94 years,Years,2000,4.202959649524012,4.243698136347085,4.161952292288574
All Population,Life expectancy,Global,Male,90-94 years,Years,2005,4.012892564023074,4.080583890750585,3.944599741355863
All Population,Life expectancy,Global,Female,90-94 years,Years,2005,4.4907090245183845,4.545258175741315,4.425402149123262
All Population,Life expectancy,Global,Both,90-94 years,Years,2005,4.340529306397342,4.384893564972457,4.29044402746367
All Population,Life expectancy,Global,Male,90-94 years,Years,2010,4.164362856350705,4.239009965225164,4.089236389036414
All Population,Life expectancy,Global,Female,90-94 years,Years,2010,4.696393544888437,4.762924072999528,4.625215597212408
All Population,Life expectancy,Global,Both,90-94 years,Years,2010,4.521746866584554,4.573495713413962,4.467050753878783
All Population,Life expectancy,Global,Male,90-94 years,Years,2015,4.2093398625065035,4.290662000538437,4.126320804095
All Population,Life expectancy,Global,Female,90-94 years,Years,2015,4.752720332221902,4.8184547966892595,4.683151822409921
All Population,Life expectancy,Global,Both,90-94 years,Years,2015,4.571743644262163,4.622139488616462,4.5196112471853835
All Population,Life expectancy,Global,Male,90-94 years,Years,2020,4.090490139208816,4.126595012412134,4.053104769836238
All Population,Life expectancy,Global,Female,90-94 years,Years,2020,4.672778478505799,4.710315503975627,4.636557422645283
All Population,Life expectancy,Global,Both,90-94 years,Years,2020,4.466539915331475,4.493597747224994,4.439249057073175
All Population,Life expectancy,Global,Male,90-94 years,Years,2023,4.343565010264954,4.552250361919372,4.122037274201372
All Population,Life expectancy,Global,Female,90-94 years,Years,2023,4.862356622554399,5.0451197929552185,4.669028849740801
All Population,Life expectancy,Global,Both,90-94 years,Years,2023,4.676445103981737,4.82784724263592,4.530915282568165
All Population,Life expectancy,Global,Male,95+ years,Years,1950,2.2720870438279124,2.33701158048962,2.2039848912075444
All Population,Life expectancy,Global,Female,95+ years,Years,1950,2.3705048496000223,2.4324309270695066,2.3059645294367215
All Population,Life expectancy,Global,Both,95+ years,Years,1950,2.3392633906489806,2.3870978966040464,2.2917534088800444
All Population,Life expectancy,Global,Male,95+ years,Years,1955,2.444993192857986,2.505038155837227,2.384504526866642
All Population,Life expectancy,Global,Female,95+ years,Years,1955,2.507202049143615,2.557430682576285,2.4566778537594067
All Population,Life expectancy,Global,Both,95+ years,Years,1955,2.486981578412536,2.527823178753338,2.447364193289048
All Population,Life expectancy,Global,Male,95+ years,Years,1960,2.4828651119799234,2.5345561114756747,2.428153046904512
All Population,Life expectancy,Global,Female,95+ years,Years,1960,2.521113992490278,2.566566126502586,2.47309521288932
All Population,Life expectancy,Global,Both,95+ years,Years,1960,2.5089265404515255,2.5447691427235686,2.4700096295656278
All Population,Life expectancy,Global,Male,95+ years,Years,1965,2.543350313123486,2.587879409320091,2.4964399666773467
All Population,Life expectancy,Global,Female,95+ years,Years,1965,2.6433029677554307,2.6861369735730167,2.602657229557642
All Population,Life expectancy,Global,Both,95+ years,Years,1965,2.6116632923032017,2.6434840299512645,2.58069776796826
All Population,Life expectancy,Global,Male,95+ years,Years,1970,2.635651010562866,2.679848580443812,2.593535619171827
All Population,Life expectancy,Global,Female,95+ years,Years,1970,2.7418085571428894,2.7805540746338777,2.7037725141409963
All Population,Life expectancy,Global,Both,95+ years,Years,1970,2.709243159325422,2.73778653018969,2.679834071783417
All Population,Life expectancy,Global,Male,95+ years,Years,1975,2.7560561008058793,2.791520576625727,2.720819005778069
All Population,Life expectancy,Global,Female,95+ years,Years,1975,2.863669552833273,2.899323686712324,2.8321813056178176
All Population,Life expectancy,Global,Both,95+ years,Years,1975,2.8315588586578753,2.8578121123214464,2.806436743995111
All Population,Life expectancy,Global,Male,95+ years,Years,1980,2.871983164161972,2.907281531234315,2.8357057388778446
All Population,Life expectancy,Global,Female,95+ years,Years,1980,2.9515715858741154,2.9858976601756626,2.919450780441435
All Population,Life expectancy,Global,Both,95+ years,Years,1980,2.929034860614725,2.956513834008776,2.9029369813861994
All Population,Life expectancy,Global,Male,95+ years,Years,1985,2.933084957731302,2.9731333971342186,2.892679723607728
All Population,Life expectancy,Global,Female,95+ years,Years,1985,3.044937574118832,3.084082007595717,3.0048889333027606
All Population,Life expectancy,Global,Both,95+ years,Years,1985,3.014411104182559,3.0445521374894797,2.985148161920893
All Population,Life expectancy,Global,Male,95+ years,Years,1990,3.0093429327945564,3.054785799911926,2.9596194880938156
All Population,Life expectancy,Global,Female,95+ years,Years,1990,3.1450700396969933,3.188615379519062,3.1040438510855513
All Population,Life expectancy,Global,Both,95+ years,Years,1990,3.1087003267074187,3.140759955710199,3.0750336754874033
All Population,Life expectancy,Global,Male,95+ years,Years,1995,3.062687343073074,3.1150207562140415,3.0132524885039613
All Population,Life expectancy,Global,Female,95+ years,Years,1995,3.228126671452276,3.268656551836876,3.185735207337569
All Population,Life expectancy,Global,Both,95+ years,Years,1995,3.1840366761081973,3.2172084707266024,3.1504378646600135
All Population,Life expectancy,Global,Male,95+ years,Years,2000,3.141884164901884,3.2084474983923394,3.078967298313679
All Population,Life expectancy,Global,Female,95+ years,Years,2000,3.3148710923024405,3.3736452717304655,3.254478749234632
All Population,Life expectancy,Global,Both,95+ years,Years,2000,3.268473439327187,3.3133310351334564,3.223237070350489
All Population,Life expectancy,Global,Male,95+ years,Years,2005,3.2239452086276756,3.2883453974576127,3.1572502819336985
All Population,Life expectancy,Global,Female,95+ years,Years,2005,3.4105025867399985,3.470608459529034,3.347213780053772
All Population,Life expectancy,Global,Both,95+ years,Years,2005,3.3601358417360236,3.408326050234609,3.311120234784964
All Population,Life expectancy,Global,Male,95+ years,Years,2010,3.3318672568217425,3.40176371943884,3.2576403635426217
All Population,Life expectancy,Global,Female,95+ years,Years,2010,3.547095063682328,3.609523958632978,3.4823882343295636
All Population,Life expectancy,Global,Both,95+ years,Years,2010,3.4876252491377633,3.539492830473539,3.437859813049826
All Population,Life expectancy,Global,Male,95+ years,Years,2015,3.4111133849960775,3.4988849821543484,3.3219339276096305
All Population,Life expectancy,Global,Female,95+ years,Years,2015,3.626195268804642,3.703603882398199,3.5449240607522987
All Population,Life expectancy,Global,Both,95+ years,Years,2015,3.565030728166589,3.624667217147652,3.502466069491407
All Population,Life expectancy,Global,Male,95+ years,Years,2020,3.224814660221557,3.3180595173815837,3.1260011307479783
